Sr.No,Smiles,Solvent,AbsorptioMax (nm),EmissionMax (nm),Fluorescent labeling,Total Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Weiner
3382,COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1CN(C)C=O,CN(C)C=O,370,447,Yes,327.427,5.0419,-6.57,3,0,1117
3383,COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1CS(C)=O,CS(C)=O,372,452,Yes,327.427,5.0419,-6.57,3,0,1117
3384,COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1ClC(Cl)Cl,ClC(Cl)Cl,367,441,Yes,327.427,5.0419,-6.57,3,0,1117
3385,COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1ClCCl,ClCCl,366,442,Yes,327.427,5.0419,-6.57,3,0,1117
3386,COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1Cc1ccccc1,Cc1ccccc1,366,439,Yes,327.427,5.0419,-6.57,3,0,1117
3387,COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1C1CCCCC1,C1CCCCC1,360,437,Yes,327.427,5.0419,-6.57,3,0,1117
3388,C(=C/c1nc2c3ccccc3c3ccccc3c2o1)\c1ccccc1CC#N,CC#N,364,434,Yes,321.378,6.1567,-7.093,2,0,1489
3389,CN(C)c1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3o2)cc1CC#N,CC#N,399,498,Yes,364.447,6.0531,-7.129,3,0,2158
3390,COc1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3o2)cc1CC#N,CC#N,368,430,Yes,351.404,6.0867,-7.111,3,0,1925
3391,O=[N+]([O-])c1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3o2)cc1CC#N,CC#N,410,602,Yes,366.375,5.2351,-7.553,5,0,2158
3392,Fc1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3o2)cc1CC#N,CC#N,363,432,Yes,339.368,6.2575,-7.407,2,0,1694
3393,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21ClCCl,ClCCl,693,710,Yes,511.731,8.6795,-9.929,2,0,5314
3394,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21C1CCOC1,C1CCOC1,684,707,Yes,511.731,8.6795,-9.929,2,0,5314
3395,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21CC(C)=O,CC(C)=O,680,698,Yes,511.731,8.6795,-9.929,2,0,5314
3396,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21CO,CO,678,698,Yes,511.731,8.6795,-9.929,2,0,5314
3397,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21CCO,CCO,682,702,Yes,511.731,8.6795,-9.929,2,0,5314
3398,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21CC#N,CC#N,677,695,Yes,511.731,8.6795,-9.929,2,0,5314
3399,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21CN(C)C=O,CN(C)C=O,683,702,Yes,511.731,8.6795,-9.929,2,0,5314
3400,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21CS(C)=O,CS(C)=O,686,705,Yes,511.731,8.6795,-9.929,2,0,5314
3401,CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21ClCCl,ClCCl,695,713,Yes,567.838,10.497,-11.009,2,0,6838
3402,CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21C1CCOC1,C1CCOC1,684,710,Yes,567.838,10.497,-11.009,2,0,6838
3403,CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21CC(C)=O,CC(C)=O,682,701,Yes,567.838,10.497,-11.009,2,0,6838
3404,CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21CO,CO,681,701,Yes,567.838,10.497,-11.009,2,0,6838
3405,CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21CCO,CCO,685,704,Yes,567.838,10.497,-11.009,2,0,6838
3406,CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21CC#N,CC#N,679,698,Yes,567.838,10.497,-11.009,2,0,6838
3407,CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21CN(C)C=O,CN(C)C=O,686,705,Yes,567.838,10.497,-11.009,2,0,6838
3408,CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21CS(C)=O,CS(C)=O,689,709,Yes,567.838,10.497,-11.009,2,0,6838
3409,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21ClCCl,ClCCl,697,714,Yes,669.523,10.13,-11.597,2,0,6146
3410,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21C1CCOC1,C1CCOC1,683,709,Yes,669.523,10.13,-11.597,2,0,6146
3411,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21CC(C)=O,CC(C)=O,682,703,Yes,669.523,10.13,-11.597,2,0,6146
3412,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21CO,CO,681,702,Yes,669.523,10.13,-11.597,2,0,6146
3413,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21CCO,CCO,685,705,Yes,669.523,10.13,-11.597,2,0,6146
3414,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21CC#N,CC#N,680,699,Yes,669.523,10.13,-11.597,2,0,6146
3415,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21CN(C)C=O,CN(C)C=O,686,705,Yes,669.523,10.13,-11.597,2,0,6146
3416,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21CS(C)=O,CS(C)=O,689,709,Yes,669.523,10.13,-11.597,2,0,6146
3417,CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21ClCCl,ClCCl,699,716,Yes,725.63,11.947,-12.677,2,0,7782
3418,CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21C1CCOC1,C1CCOC1,685,712,Yes,725.63,11.947,-12.677,2,0,7782
3419,CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21CC(C)=O,CC(C)=O,685,705,Yes,725.63,11.947,-12.677,2,0,7782
3420,CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21CO,CO,683,704,Yes,725.63,11.947,-12.677,2,0,7782
3421,CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21CCO,CCO,688,709,Yes,725.63,11.947,-12.677,2,0,7782
3422,CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21CC#N,CC#N,682,701,Yes,725.63,11.947,-12.677,2,0,7782
3423,CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21CN(C)C=O,CN(C)C=O,689,708,Yes,725.63,11.947,-12.677,2,0,7782
3424,CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21CS(C)=O,CS(C)=O,692,713,Yes,725.63,11.947,-12.677,2,0,7782
3425,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1ccc(N(C)C)cc1)CCC3ClCCl,ClCCl,689,757,Yes,507.652,6.0736,-8.205,5,1,4452
3426,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1ccc(N(C)C)s1)CCC3ClCCl,ClCCl,733,766,Yes,513.68,6.1298,-8.365,5,1,4065
3427,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1ccc(N2CCCC2)s1)CCC3ClCCl,ClCCl,738,770,Yes,539.718,6.7244,-9.051,5,1,4782
3428,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/C=C/c1ccc(N(C)C)cc1)CCC3ClCCl,ClCCl,749,857,Yes,533.69,6.7302,-8.517,5,1,5451
3429,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1nc(C)n2ccccc12)CCC3ClCCl,ClCCl,701,735,Yes,518.635,5.3924,-8.843,6,1,4599
3430,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1nc(-c2ccccc2)n2ccccc12)CCC3ClCCl,ClCCl,703,746,Yes,580.706,6.802,-11.36,6,1,6473
3431,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1ccc2c(c1)c1ccccc1n2CC)CCC3ClCCl,ClCCl,646,712,Yes,581.734,7.9223,-9.863,5,1,6617
3432,CCN(CC)c1ccc2cc(/C=C3\CCCc4c3[o+]c3cc(N(CC)CC)ccc3c4-c3ccccc3C(=O)O)c(=O)oc2c1ClCCl,ClCCl,678,797,Yes,603.737,6.7302,-9.087,7,1,7268
3433,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/Nc1ccccc1)CCC3CCO,CCO,595,641,Yes,479.598,5.3479,-8.115,5,2,3800
3434,CCN(CC)c1ccc2cc3c([o+]c2c1)/C(=C/Nc1ccccc1)CCC3CCO,CCO,605,647,Yes,359.491,4.2036,-6.016,3,1,1948
3435,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/Nc1ccccc1)CCC3ClCCl,ClCCl,607,644,Yes,479.598,5.3479,-8.115,5,2,3800
3436,CCN(CC)c1ccc2cc3c([o+]c2c1)/C(=C/Nc1ccccc1)CCC3ClCCl,ClCCl,615,647,Yes,359.491,4.2036,-6.016,3,1,1948
3437,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/Nc1ccccc1)CCC3ClC(Cl)Cl,ClC(Cl)Cl,608,644,Yes,479.598,5.3479,-8.115,5,2,3800
3438,CCN(CC)c1ccc2cc3c([o+]c2c1)/C(=C/Nc1ccccc1)CCC3ClC(Cl)Cl,ClC(Cl)Cl,616,642,Yes,359.491,4.2036,-6.016,3,1,1948
3439,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccccc3)n1[B-]2(F)FCCCCCC,CCCCCC,608,615,Yes,370.209,4.6533,-6.967,2,0,1833
3440,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccccc3)n1[B-]2(F)FCCOC(C)=O,CCOC(C)=O,606,618,Yes,370.209,4.6533,-6.967,2,0,1833
3441,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccccc3)n1[B-]2(F)FCCCCCCCCO,CCCCCCCCO,612,623,Yes,370.209,4.6533,-6.967,2,0,1833
3442,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccccc3)n1[B-]2(F)FCN(C)C=O,CN(C)C=O,612,624,Yes,370.209,4.6533,-6.967,2,0,1833
3443,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccc(F)cc3)n1[B-]2(F)FCCCCCC,CCCCCC,609,615,Yes,388.199,4.7541,-7.281,2,0,2060
3444,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccc(F)cc3)n1[B-]2(F)FCCOC(C)=O,CCOC(C)=O,607,617,Yes,388.199,4.7541,-7.281,2,0,2060
3445,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccc(F)cc3)n1[B-]2(F)FCCCCCCCCO,CCCCCCCCO,613,623,Yes,388.199,4.7541,-7.281,2,0,2060
3446,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccc(F)cc3)n1[B-]2(F)FCN(C)C=O,CN(C)C=O,612,624,Yes,388.199,4.7541,-7.281,2,0,2060
3447,COc1ccc(C#Cc2c3ccccc3c3n2[B-](F)(F)[N+]2=C(C)C=C(C)C2=C3)cc1CCCCCC,CCCCCC,611,620,Yes,400.235,4.5833,-6.985,3,0,2316
3448,COc1ccc(C#Cc2c3ccccc3c3n2[B-](F)(F)[N+]2=C(C)C=C(C)C2=C3)cc1CCOC(C)=O,CCOC(C)=O,610,623,Yes,400.235,4.5833,-6.985,3,0,2316
3449,COc1ccc(C#Cc2c3ccccc3c3n2[B-](F)(F)[N+]2=C(C)C=C(C)C2=C3)cc1CCCCCCCCO,CCCCCCCCO,615,629,Yes,400.235,4.5833,-6.985,3,0,2316
3450,COc1ccc(C#Cc2c3ccccc3c3n2[B-](F)(F)[N+]2=C(C)C=C(C)C2=C3)cc1CN(C)C=O,CN(C)C=O,615,630,Yes,400.235,4.5833,-6.985,3,0,2316
3451,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3cccs3)n1[B-]2(F)FCCCCCC,CCCCCC,621,628,Yes,376.237,4.5199,-6.977,2,0,1631
3452,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3cccs3)n1[B-]2(F)FCCOC(C)=O,CCOC(C)=O,620,632,Yes,376.237,4.5199,-6.977,2,0,1631
3453,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3cccs3)n1[B-]2(F)FCCCCCCCCO,CCCCCCCCO,625,636,Yes,376.237,4.5199,-6.977,2,0,1631
3454,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3cccs3)n1[B-]2(F)FCN(C)C=O,CN(C)C=O,626,639,Yes,376.237,4.5199,-6.977,2,0,1631
3455,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccsc3)n1[B-]2(F)FCCCCCC,CCCCCC,608,615,Yes,376.237,4.4377,-6.867,2,0,1631
3456,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccsc3)n1[B-]2(F)FCCOC(C)=O,CCOC(C)=O,606,616,Yes,376.237,4.4377,-6.867,2,0,1631
3457,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccsc3)n1[B-]2(F)FCCCCCCCCO,CCCCCCCCO,612,621,Yes,376.237,4.4377,-6.867,2,0,1631
3458,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccsc3)n1[B-]2(F)FCN(C)C=O,CN(C)C=O,612,623,Yes,376.237,4.4377,-6.867,2,0,1631
3459,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21C1CCCCC1,C1CCCCC1,426,486,Yes,245.039,0.1206,-4.112,3,1,533
3460,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21c1ccccc1,c1ccccc1,422,485,Yes,245.039,0.1206,-4.112,3,1,533
3461,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21Cc1ccccc1,Cc1ccccc1,421,485,Yes,245.039,0.1206,-4.112,3,1,533
3462,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21ClC(Cl)Cl,ClC(Cl)Cl,418,485,Yes,245.039,0.1206,-4.112,3,1,533
3463,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21CCCCO,CCCCO,406,463,Yes,245.039,0.1206,-4.112,3,1,533
3464,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21CCCO,CCCO,408,467,Yes,245.039,0.1206,-4.112,3,1,533
3465,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21CCO,CCO,406,468,Yes,245.039,0.1206,-4.112,3,1,533
3466,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21CN(C)C=O,CN(C)C=O,404,458,Yes,245.039,0.1206,-4.112,3,1,533
3467,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21CS(C)=O,CS(C)=O,404,463,Yes,245.039,0.1206,-4.112,3,1,533
3468,N#Cc1nc(N(Cc2ccccc2)Cc2ccccc2)c(C#N)nc1N(Cc1ccccc1)Cc1ccccc1ClC(Cl)Cl,ClC(Cl)Cl,493,588,Yes,520.638,5.605,-8.034,6,0,5252
3469,N#Cc1nc(N(Cc2ccc(F)cc2)Cc2ccc(F)cc2)c(C#N)nc1N(Cc1ccc(F)cc1)Cc1ccc(F)cc1ClC(Cl)Cl,ClC(Cl)Cl,487,577,Yes,592.599,6.0082,-9.29,6,0,6904
3470,N#Cc1nc(N(Cc2ccc(Cl)cc2)Cc2ccc(Cl)cc2)c(C#N)nc1N(Cc1ccc(Cl)cc1)Cc1ccc(Cl)cc1ClC(Cl)Cl,ClC(Cl)Cl,485,577,Yes,658.419,8.029,-10.978,6,0,6904
3471,N#Cc1nc(N(Cc2ccc(Br)cc2)Cc2ccc(Br)cc2)c(C#N)nc1N(Cc1ccc(Br)cc1)Cc1ccc(Br)cc1ClC(Cl)Cl,ClC(Cl)Cl,485,575,Yes,836.223,8.5058,-11.37,6,0,6904
3472,N#Cc1nc(N(Cc2ccc(I)cc2)Cc2ccc(I)cc2)c(C#N)nc1N(Cc1ccc(I)cc1)Cc1ccc(I)cc1ClC(Cl)Cl,ClC(Cl)Cl,484,574,Yes,1024.21,7.3534,-12.098,6,0,6904
3473,Cc1ccc(CN(Cc2ccc(C)cc2)c2nc(C#N)c(N(Cc3ccc(C)cc3)Cc3ccc(C)cc3)nc2C#N)cc1ClC(Cl)Cl,ClC(Cl)Cl,496,592,Yes,576.746,6.9806,-9.41,6,0,6904
3474,N#Cc1nc(N(Cc2ccccc2F)Cc2ccccc2F)c(C#N)nc1N(Cc1ccccc1F)Cc1ccccc1FClC(Cl)Cl,ClC(Cl)Cl,479,570,Yes,592.599,6.0082,-9.29,6,0,6608
3475,N#Cc1nc(N(Cc2ccccc2Cl)Cc2ccccc2Cl)c(C#N)nc1N(Cc1ccccc1Cl)Cc1ccccc1ClClC(Cl)Cl,ClC(Cl)Cl,485,567,Yes,658.419,8.029,-10.978,6,0,6608
3476,N#Cc1nc(N(Cc2ccccc2Br)Cc2ccccc2Br)c(C#N)nc1N(Cc1ccccc1Br)Cc1ccccc1BrClC(Cl)Cl,ClC(Cl)Cl,485,565,Yes,836.223,8.5058,-11.37,6,0,6608
3477,N#Cc1nc(N(Cc2ccccc2I)Cc2ccccc2I)c(C#N)nc1N(Cc1ccccc1I)Cc1ccccc1IClC(Cl)Cl,ClC(Cl)Cl,487,567,Yes,1024.21,7.3534,-12.098,6,0,6608
3478,Cc1ccccc1CN(Cc1ccccc1C)c1nc(C#N)c(N(Cc2ccccc2C)Cc2ccccc2C)nc1C#NClC(Cl)Cl,ClC(Cl)Cl,501,582,Yes,576.746,6.9806,-9.41,6,0,6608
3479,CN(C)c1ccc2nc(-c3ccc(C(=O)O)cc3)sc2c1c1ccccc1,c1ccccc1,394,486,Yes,298.365,2.8733,-3.226,4,1,993
3480,CN(C)c1ccc2nc(-c3ccc(C(=O)O)cc3)sc2c1ClC(Cl)Cl,ClC(Cl)Cl,400,509,Yes,298.365,2.8733,-3.226,4,1,993
3481,CN(C)c1ccc2nc(-c3ccc(C(=O)O)cc3)sc2c1CS(C)=O,CS(C)=O,400,568,Yes,298.365,2.8733,-3.226,4,1,993
3482,CN(C)c1ccc2nc(-c3ccc(C(=O)O)cc3)sc2c1CC#N,CC#N,390,558,Yes,298.365,2.8733,-3.226,4,1,993
3483,CN(C)c1ccc2nc(-c3ccc(C(=O)O)cc3)sc2c1CC(C)O,CC(C)O,374,493,Yes,298.365,2.8733,-3.226,4,1,993
3484,CN(C)c1ccc2nc(-c3ccc(C(=O)O)cc3)sc2c1CO,CO,377,512,Yes,298.365,2.8733,-3.226,4,1,993
3485,CN(C)c1ccc2nc(-c3ccc(C(=O)O)cc3)sc2c1C1CCCCC1,C1CCCCC1,387,426,Yes,298.365,2.8733,-3.226,4,1,993
3486,COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1c1ccccc1,c1ccccc1,394,475,Yes,312.392,3.3012,-3.354,4,0,1147
3487,COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1ClC(Cl)Cl,ClC(Cl)Cl,395,496,Yes,312.392,3.3012,-3.354,4,0,1147
3488,COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1CS(C)=O,CS(C)=O,405,580,Yes,312.392,3.3012,-3.354,4,0,1147
3489,COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1CC#N,CC#N,392,558,Yes,312.392,3.3012,-3.354,4,0,1147
3490,COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1CC(C)O,CC(C)O,393,550,Yes,312.392,3.3012,-3.354,4,0,1147
3491,COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1CO,CO,396,569,Yes,312.392,3.3012,-3.354,4,0,1147
3492,CN(C)c1ccc2nc(-c3ccc(C(=O)OC(C)(C)C)cc3)sc2c1C1CCCCC1,C1CCCCC1,384,423,Yes,354.473,4.4474,-4.141,4,0,1681
3493,CN(C)c1ccc2nc(-c3ccc(C(=O)OC(C)(C)C)cc3)sc2c1c1ccccc1,c1ccccc1,392,470,Yes,354.473,4.4474,-4.141,4,0,1681
3494,CN(C)c1ccc2nc(-c3ccc(C(=O)OC(C)(C)C)cc3)sc2c1ClC(Cl)Cl,ClC(Cl)Cl,392,487,Yes,354.473,4.4474,-4.141,4,0,1681
3495,CN(C)c1ccc2nc(-c3ccc(C(=O)OC(C)(C)C)cc3)sc2c1CS(C)=O,CS(C)=O,403,568,Yes,354.473,4.4474,-4.141,4,0,1681
3496,CN(C)c1ccc2nc(-c3ccc(C(=O)OC(C)(C)C)cc3)sc2c1CC#N,CC#N,390,550,Yes,354.473,4.4474,-4.141,4,0,1681
3497,CN(C)c1ccc2nc(-c3ccc(C(=O)OC(C)(C)C)cc3)sc2c1CC(C)O,CC(C)O,392,537,Yes,354.473,4.4474,-4.141,4,0,1681
3498,CN(C)c1ccc2nc(-c3ccc(C(=O)OC(C)(C)C)cc3)sc2c1CO,CO,393,557,Yes,354.473,4.4474,-4.141,4,0,1681
3499,CN(C)C(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1C1CCCCC1,C1CCCCC1,368,415,Yes,325.435,3.0935,-2.856,4,0,1303
3500,CN(C)C(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1c1ccccc1,c1ccccc1,376,457,Yes,325.435,3.0935,-2.856,4,0,1303
3501,CN(C)C(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1ClC(Cl)Cl,ClC(Cl)Cl,377,472,Yes,325.435,3.0935,-2.856,4,0,1303
3502,CN(C)C(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1CS(C)=O,CS(C)=O,383,534,Yes,325.435,3.0935,-2.856,4,0,1303
3503,CN(C)C(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1CC#N,CC#N,373,521,Yes,325.435,3.0935,-2.856,4,0,1303
3504,CN(C)C(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1CC(C)O,CC(C)O,377,518,Yes,325.435,3.0935,-2.856,4,0,1303
3505,CN(C)C(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1CO,CO,377,543,Yes,325.435,3.0935,-2.856,4,0,1303
3506,CN(C)c1ccc2nc(-c3ccc(C(=O)Nc4ccccc4)cc3)sc2c1C1CCCCC1,C1CCCCC1,384,427,Yes,373.479,4.5357,-4.725,4,1,2133
3507,CN(C)c1ccc2nc(-c3ccc(C(=O)Nc4ccccc4)cc3)sc2c1c1ccccc1,c1ccccc1,392,475,Yes,373.479,4.5357,-4.725,4,1,2133
3508,CN(C)c1ccc2nc(-c3ccc(C(=O)Nc4ccccc4)cc3)sc2c1ClC(Cl)Cl,ClC(Cl)Cl,383,494,Yes,373.479,4.5357,-4.725,4,1,2133
3509,CN(C)c1ccc2nc(-c3ccc(C(=O)Nc4ccccc4)cc3)sc2c1CS(C)=O,CS(C)=O,396,564,Yes,373.479,4.5357,-4.725,4,1,2133
3510,CN(C)c1ccc2nc(-c3ccc(C(=O)Nc4ccccc4)cc3)sc2c1CC#N,CC#N,388,553,Yes,373.479,4.5357,-4.725,4,1,2133
3511,CN(C)c1ccc2nc(-c3ccc(C(=O)Nc4ccccc4)cc3)sc2c1CC(C)O,CC(C)O,389,534,Yes,373.479,4.5357,-4.725,4,1,2133
3512,CN(C)c1ccc2nc(-c3ccc(C(=O)Nc4ccccc4)cc3)sc2c1CO,CO,389,565,Yes,373.479,4.5357,-4.725,4,1,2133
3513,CN(C)c1ccc2nc(-c3ccc(C(=O)OC[C@H](NC(=O)OC(C)(C)C)C(=O)OCc4ccccc4)cc3)sc2c1C1CCCCC1,C1CCCCC1,390,456,Yes,575.684,5.0696,-5.827,9,1,6885
3514,CN(C)c1ccc2nc(-c3ccc(C(=O)OC[C@H](NC(=O)OC(C)(C)C)C(=O)OCc4ccccc4)cc3)sc2c1c1ccccc1,c1ccccc1,397,484,Yes,575.684,5.0696,-5.827,9,1,6885
3515,CN(C)c1ccc2nc(-c3ccc(C(=O)OC[C@H](NC(=O)OC(C)(C)C)C(=O)OCc4ccccc4)cc3)sc2c1ClC(Cl)Cl,ClC(Cl)Cl,401,504,Yes,575.684,5.0696,-5.827,9,1,6885
